pmid,pmcid,title,platform_mentioned,cga_strong,cga_general,cga_example,assembly_strong,assembly_general,assembly_example,annotation_strong,annotation_general,annotation_example,sgf_strong,sgf_general,sgf_example,proteome_cmp_strong,proteome_cmp_general,proteome_cmp_example,variation_strong,variation_general,variation_example,metagenomics_strong,metagenomics_general,metagenomics_example,rnaseq_strong,rnaseq_general,rnaseq_example,phylo_strong,phylo_general,phylo_example,crispr_strong,crispr_general,crispr_example,subsystems_strong,subsystems_general,subsystems_example,specialty_genes_strong,specialty_genes_general,specialty_genes_example,amr_strong,amr_general,amr_example,taxclass_strong,taxclass_general,taxclass_example,docking_strong,docking_general,docking_example,pfs_strong,pfs_general,pfs_example,pathway_strong,pathway_general,pathway_example,p3tools_strong,p3tools_general,p3tools_example,blast_strong,blast_general,blast_example,primer_design_strong,primer_design_general,primer_design_example,genome_alignment_strong,genome_alignment_general,genome_alignment_example,tnseq_strong,tnseq_general,tnseq_example,bact_genome_tree_strong,bact_genome_tree_general,bact_genome_tree_example,viral_genome_tree_strong,viral_genome_tree_general,viral_genome_tree_example,cgmlst_strong,cgmlst_general,cgmlst_example,wg_snp_strong,wg_snp_general,wg_snp_example,msa_snp_strong,msa_snp_general,msa_snp_example,metacats_strong,metacats_general,metacats_example,protein_structure_strong,protein_structure_general,protein_structure_example,protein_stability_strong,protein_stability_general,protein_stability_example,comparative_systems_strong,comparative_systems_general,comparative_systems_example,mobile_element_strong,mobile_element_general,mobile_element_example,expression_import_strong,expression_import_general,expression_import_example,fastq_utils_strong,fastq_utils_general,fastq_utils_example,id_mapper_strong,id_mapper_general,id_mapper_example,sarscov2_genome_strong,sarscov2_genome_general,sarscov2_genome_example,sarscov2_wastewater_strong,sarscov2_wastewater_general,sarscov2_wastewater_example,flu_submission_strong,flu_submission_general,flu_submission_example,flu_ha_subtype_strong,flu_ha_subtype_general,flu_ha_subtype_example,flu_reassortment_strong,flu_reassortment_general,flu_reassortment_example,subspecies_strong,subspecies_general,subspecies_example,viral_assembly_strong,viral_assembly_general,viral_assembly_example,outbreak_tracker_strong,outbreak_tracker_general,outbreak_tracker_example
41316447,PMC12661794,Bioinformatics analysis of Rickettsia typhi autoimmune associations and screening of Streptomyces-derived inhibitors,True,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,0,"To accomplish this, the acquired number of proteins were translated to proteins and then used for identifying non-homologs against human proteome, using BLASTp (E-value = 10− 2).",0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
41312380,PMC12651398,Infection and resistance mechanisms of phage vB_VpM-PP270 in Vibrio parahaemolyticus via capsular polysaccharide,True,0,0,,0,1,Implications for finding sequence motifs in regulatory regions Interpro: the protein sequence classification resource in 2025 Proksee: in-depth characterization and visualization of bacterial genomes Autographiviridae phage HH109 uses capsular polysaccharide for infection of Vibrio alginolyticus Gen,0,0,,0,0,,0,0,,0,2,Implications for finding sequence motifs in regulatory regions Interpro: the protein sequence classification resource in 2025 Proksee: in-depth characterization and visualization of bacterial genomes Autographiviridae phage HH109 uses capsular polysaccharide for infection of Vibrio alginolyticus Gen,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,2,0,"BLASTn alignment of the PP270 genome against phage sequences in the NCBI NR database identified the highest similarities to four Vibrio phages, with sequence identities ranging from 84.22% to 93.88% and coverage of 71%–74%; the closest relative was Vibrio phage XM1 (GenBank: MT720689.1), sharing 93.",0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
41304158,PMC12654831,Genomic Drivers of Biofilm Formation in Salmonella Enteritidis and S. Kentucky from Poultry Production,True,0,0,,0,1,"Whole genome sequence raw data were assembled and annotated using the Bacterial and Viral Bioinformatics Resource Center (BV-BRC v3.54.6) platform SPAdes v4.2.0 and RAST/SEED systems (), respectively, using the Illumina platform with a unicycler v0.5.1.",1,2,and Listeria monocytogenes on plastic surface High Biofilm-Forming Multidrug-Resistant Salmonella Infantis Strains from the Poultry Production Chain Internalization of Salmonella enterica in Leaves Is Induced by Light and Involves Chemotaxis and Penetration through Open Stomata Ability of Shiga toxi,0,0,,1,0,"Intermediate Biofilm-Forming Isolates) To examine how the intermediate bovine isolate was different from the other strong poultry isolates, a proteome comparison was conducted.",0,0,,0,0,,0,0,,0,1,The genes in the phylogenetic tree were selected randomly from a defined number of the BV-BRC Global Protein Families to build an alignment and develop a phylogenetic tree based on the sequence differences.,0,0,,0,1,and Listeria monocytogenes on plastic surface High Biofilm-Forming Multidrug-Resistant Salmonella Infantis Strains from the Poultry Production Chain Internalization of Salmonella enterica in Leaves Is Induced by Light and Involves Chemotaxis and Penetration through Open Stomata Ability of Shiga toxi,0,0,,0,0,,0,0,,0,0,,1,1,"Using the protein family sorter, genes of interest were searched, filtered, and grouped to examine the distribution of protein families across the genomes.",0,0,,0,0,,1,0,"Genomic analyses included phylogenetic reconstruction, comparative system profiling, SNP variation, and BLASTp v2.17.0 comparisons.",0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,0,"Comparative Genomic Analysis Results with SE and SK Isolates Using the BV-BRC Comparative Systems service and heatmap visualization, a pan-genome consisting of 5396 protein-coding genes was constructed.",0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
41297006,PMC12662413,Daily Mosnodenvir as Dengue Prophylaxis in a Controlled Human Infection Model,True,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
41296881,PMC12724379,Human gut strains of Desulfovibrio piger exhibit spontaneous induction of multiple prophages,True,0,0,,0,1,"nov., a sulfate-reducing bacterium from the human gut capable of nitrogen fixation Preparation of genomic DNA from bacteria Assembly of long, error-prone reads using repeat graphs Unicycler: resolving bacterial genome assemblies from short and long sequencing reads Aligning sequence reads, clone seq",0,2,"Genomes were annotated with Prokka (v1.13) and Bakta (v.1.10.3 Database v.5.1); predicted prophages were annotated using a 40 amino acid cut-off with Prokka, Bakta, and the Bacterial and Viral Bioinformatics Resource Center (BV-BRC) using the bacteriophage protocol, with incongruent start sites chec",0,0,,1,0,Proteome comparisons were performed on separate groups and to Escherichia phage Mu (AF083977 using clinker (CAGECAT_v.1.0) with a minimum alignment sequence identity of 0.3.,0,0,,0,0,,0,0,,0,1,"nov., a sulfate-reducing bacterium from the human gut capable of nitrogen fixation Preparation of genomic DNA from bacteria Assembly of long, error-prone reads using repeat graphs Unicycler: resolving bacterial genome assemblies from short and long sequencing reads Aligning sequence reads, clone seq",0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,2,0,"Genomes were annotated with Prokka (v1.13) and Bakta (v.1.10.3 Database v.5.1); predicted prophages were annotated using a 40 amino acid cut-off with Prokka, Bakta, and the Bacterial and Viral Bioinformatics Resource Center (BV-BRC) using the bacteriophage protocol, with incongruent start sites chec",0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,"nov., a sulfate-reducing bacterium from the human gut capable of nitrogen fixation Preparation of genomic DNA from bacteria Assembly of long, error-prone reads using repeat graphs Unicycler: resolving bacterial genome assemblies from short and long sequencing reads Aligning sequence reads, clone seq",0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
41296715,PMC12685144,Nitrogen-fixing microbes gain genes in diverse types of living environments,True,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,We then investigated the function of each gene and classified the genes found into functional classes by the “Comparative Systems tool” from the BV-BRC (https://www.bv-brc.org/docs/quick_references/organisms_taxon/subsystems_tab.html) database (Datasets S4 and S5).,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
41296543,PMC12807735,metaTraits: a large-scale integration of microbial phenotypic trait information,True,0,0,,0,2,"Notes Present address: Koonkie, Vancouver, Canada References Phytoplankton traits predict ecosystem function in a global set of lakes Microbiomes in light of traits: a phylogenetic perspective Codiversification of gut microbiota with humans Planetary microbiome structure and generalist-driven gene f",0,2,"Notes Present address: Koonkie, Vancouver, Canada References Phytoplankton traits predict ecosystem function in a global set of lakes Microbiomes in light of traits: a phylogenetic perspective Codiversification of gut microbiota with humans Planetary microbiome structure and generalist-driven gene f",0,0,,0,0,,0,0,,0,0,,0,0,,0,1,"Notes Present address: Koonkie, Vancouver, Canada References Phytoplankton traits predict ecosystem function in a global set of lakes Microbiomes in light of traits: a phylogenetic perspective Codiversification of gut microbiota with humans Planetary microbiome structure and generalist-driven gene f",0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
41288074,PMC12797928,"Draft genome sequence of Salmonella enterica subsp. enterica serovar Typhimurium SBI_BS16_ABA_BD isolated from broiler chicken in Dhaka, Bangladesh",True,0,0,,0,2,Genome assembly and quality evaluation were carried out using workflows provided by the Bacterial and Viral Bioinformatics Resource Center (BV-BRC) with default parameters.,0,1,REFERENCES Disentangling the innate immune responses of intestinal epithelial cells and lamina propria cells to Salmonella Typhimurium infection in chickens Rapid detection and differentiating of the predominant Salmonella serovars in chicken farm by TaqMan multiplex real-time PCR assay Salmonella a,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
41285814,PMC12748910,Prevalence study in Cameroon identifies Brucella abortus as the endemic Brucella species in livestock,True,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
41283693,PMC12797960,Draft genome sequence of traditional fermented bamboo shoot-origin Levilactobacillus zymae isolate obtained from India,True,0,0,,0,1,"REFERENCES Editorial: traditional ethnic fermented foods and their naturally associated microbial resources: sustainable source for promoting human health, food safety, and security Three-phase succession of autochthonous lactic acid bacteria to reach a stable ecosystem within 7 days of natural bamb",0,1,"REFERENCES Editorial: traditional ethnic fermented foods and their naturally associated microbial resources: sustainable source for promoting human health, food safety, and security Three-phase succession of autochthonous lactic acid bacteria to reach a stable ecosystem within 7 days of natural bamb",0,0,,0,0,,0,0,,0,0,,0,0,,0,1,Phylogenomic analysis using BV-BRC v3.50.5 identified L.,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
41280088,PMC12636401,Host cyclophilin-mediated maturation of an obligate intracellular bacterial surface virulence factor,True,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,A cladogram for visualization was generated with the BV-BRC pathogen phylogenetic tree tool using 95 conserved genes and the RAxML phylogenetic tree algorithm.,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
41280037,PMC12632869,tRNA Modification Landscapes in Streptococci: Shared Losses and Clade-Specific Adaptations,True,0,0,,0,1,References A current review of pathogenicity determinants of Streptococcus sp Disease manifestations and pathogenic mechanisms of group A Streptococcus Group B Streptococcus (Streptococcus agalactiae) Oral streptococci: modulators of health and disease Neutrophil evasion strategies by Streptococcus ,0,1,References A current review of pathogenicity determinants of Streptococcus sp Disease manifestations and pathogenic mechanisms of group A Streptococcus Group B Streptococcus (Streptococcus agalactiae) Oral streptococci: modulators of health and disease Neutrophil evasion strategies by Streptococcus ,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,References A current review of pathogenicity determinants of Streptococcus sp Disease manifestations and pathogenic mechanisms of group A Streptococcus Group B Streptococcus (Streptococcus agalactiae) Oral streptococci: modulators of health and disease Neutrophil evasion strategies by Streptococcus ,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,3,0,Q proteins and Q genes were searched in them using BLASTp and tBLASTn with a P-value cutoff of 1E-10 and an identity cutoff of 20% (Fig.,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,0,coli determines the source and fate of methylation in tRNA Fine-tuning of the ribosomal decoding center by conserved methyl-modifications in the Escherichia coli 16S rRNA Site-Specific Profiling of 4-thiouridine across transfer RNA genes in Escherichia coli Isolation and structure elucidation of an ,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
41279520,PMC12633328,From sequence to signature: Machine learning uncovers multiscale feature landscapes that predict AMR across ESKAPE pathogens,True,0,0,,0,1,"We downloaded assembled genome sequences, encoded protein sequences, and corresponding isolate metadata, including laboratory-derived drug susceptibility phenotypes per genome, from the Bacterial and Viral Bioinformatics Resource Center (BV-BRC; accessed June 20, 2025) using their BV-BRC command-lin",0,2,"In brief, the pipeline starts with 1) using the Bacterial and Viral Bioinformatics Resource Center (BV-BRC) to acquire genomic sequences (.fna) and annotated protein sequences (.faa) with paired AMR phenotype labels and metadata from chosen bacterial species.",0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,"Supplementary Material References The Antimicrobial Resistance Crisis: Causes, Consequences, and Management Systematic review of time lag between antibiotic use and rise of resistant pathogens among hospitalized adults in Europe Antimicrobial resistance: a concise update Global burden of bacterial a",0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
41277863,PMC12798068,Draft genome sequence of endometrial Schaalia turicensis strain R31 from a patient with adenomyosis,True,0,0,,0,1,"The genome annotation can also be found at GenBank GCA_052216585.1 and additional genome assembly, annotation, protein family, and phylogenetic analysis information at BV-BRC (https://www.bv-brc.org/workspace/jimeneznr@patricbrc.org/Schaalia).",0,2,"In addition, genomic characteristics were obtained from annotated and evaluated with BV-BRC, including genome size, number of contigs, contig N50, contig L50, GC content, genome coverage, number of 5S rRNA, 16S rRNA, 23S rRNA, tRNAs, CDS, and CDS with functional assignments.",0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,REFERENCES Genome-based taxonomic classification of the phylum Actinobacteria Actinomyces turicensis: an unusual cause of cervicofacial actinomycosis presenting as ludwig angina in an immunocompromised host - case report and literature review Actinomyces turicensis parapharyngeal space infection in ,0,0,,0,1,turicensis R31 Isolate information Isolation source Endometrium Health status Adenomyosis Strain identity KRAKEN2 taxonomy Schaalia turicensis Average nucleotide identity to representative strain (%) 95.95 Average nucleotide identity to Clade 1 (mean) (%) 96.76 Average nucleotide identity to Clade 2,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,0,Single-copy orthologous genes were used to create the bacterial genome tree (n = 278) and were aligned by codon using RaXML as part of the BV-BRC bacterial genome tree pipeline using default parameters.,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
41274892,PMC12722761,Emergent roles of infant gut microbes during the utilization of human milk oligosaccharides,True,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,MultiQC: Summarize analysis results for multiple tools and samples in a single report Trimmomatic: A flexible trimmer for Illumina sequence data VSEARCH: A versatile open source tool for metagenomics SortMeRNA: Fast and accurate filtering of ribosomal RNAs in metatranscriptomic data Introducing the ,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,MultiQC: Summarize analysis results for multiple tools and samples in a single report Trimmomatic: A flexible trimmer for Illumina sequence data VSEARCH: A versatile open source tool for metagenomics SortMeRNA: Fast and accurate filtering of ribosomal RNAs in metatranscriptomic data Introducing the ,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
41272790,PMC12639943,Characterization and comparative genome analysis of a new Tequintavirus isolated on Salmonella enterica serotype Tennessee,True,0,0,,0,2,https://www.bioinformatics.babraham.ac.uk/projects/fastqc/ Fastp: an ultra-fast all-in-one FASTQ preprocessor Phage annotation guide: guidelines for assembly and High-Quality annotation MetaviralSPAdes: assembly of viruses from metagenomic data Using spades de Novo assembler PhageTerm: a tool for fa,0,2,Salten genome was annotated thanks to the Genome Annotation online tool from the Bacterial and Viral Bioinformatics Resource Center (BV-BRC; https://www.bv-brc.org/) using VIGOR4 v.4.0.,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,2,0,"and Linares et al., using BLASTn or BLASTp from NCBI (Blast® services, available from: https://www.ncbi.nlm.nih.gov/Blast.cgi).",0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
41266316,PMC12635225,Directed evolution of phages in biofilms enhances Pseudomonas aeruginosa control through improved lipopolysaccharide recognition,True,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,"Introducing the bacterial and viral bioinformatics resource center (BV-BRC): a resource combining PATRIC, IRD and ViPR HMMER web server: 2018 update The InterPro protein families and domains database: 20 years on CDD/SPARCLE: the conserved domain database in 2020 Sonnhammer, E.",0,0,,0,0,,2,0,"When comparing the amino acid sequences of gp76, gp77, and gp78 with their 10 closest homologs using BlastP, we observed that the mutations acquired by the biofilm-adapted phages were not present in any of the homologs (Supplementary Fig.",0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,0,"Highly accurate protein structure prediction with AlphaFold Evans, R.",0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
41263111,PMC12807694,"MicrobialScope: an integrated genomic resource with rich annotations across bacteria, archaea, fungi, and viruses",True,0,0,,0,1,"While existing microbial databases such as BV-BRC and IMG archive both monoisolate and metagenome-assembled genomes (MAGs) across domains, challenges remain in standardized, multi-level annotations and interactive tools for all microbial groups.",0,2,"7: content updates and new features GenBank CheckM: assessing the quality of microbial genomes recovered from isolates, single cells, and metagenomes MMseqs software suite for fast and deep clustering and searching of large protein sequence sets Prokka: rapid prokaryotic genome annotation Prodigal: ",0,0,,0,0,,0,0,,0,0,,0,0,,0,1,"7: content updates and new features GenBank CheckM: assessing the quality of microbial genomes recovered from isolates, single cells, and metagenomes MMseqs software suite for fast and deep clustering and searching of large protein sequence sets Prokka: rapid prokaryotic genome annotation Prodigal: ",0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,"7: content updates and new features GenBank CheckM: assessing the quality of microbial genomes recovered from isolates, single cells, and metagenomes MMseqs software suite for fast and deep clustering and searching of large protein sequence sets Prokka: rapid prokaryotic genome annotation Prodigal: ",0,0,,0,0,,1,0,"Sequence alignment To enable comparative analysis of protein coding sequences between user-submitted microbial genomes and those available in MicrobialScope, we employed BLASTP to perform pairwise alignments of predicted proteins.",0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,0,"The application of large-scale language models has significantly improved protein structure prediction, thereby enhancing the analysis of microbial functionality at the molecular level.",0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
41261732,PMC12807698,proGenomes4: providing 2 million accurately and consistently annotated high-quality prokaryotic genomes,True,0,0,,0,2,References Whole-genome random sequencing and assembly of Haemophilus influenzae Rd Modern microbiology: embracing complexity through integration across scales Assembling the perfect bacterial genome using Oxford Nanopore and Illumina sequencing Annotation of bacterial and archaeal genomes: improvin,0,2,References Whole-genome random sequencing and assembly of Haemophilus influenzae Rd Modern microbiology: embracing complexity through integration across scales Assembling the perfect bacterial genome using Oxford Nanopore and Illumina sequencing Annotation of bacterial and archaeal genomes: improvin,0,0,,0,0,,0,0,,1,0,"metagenomic read mapping or metagenomics-based strain tracking) As for previous versions, proGenomes4 provides a nonredundant set of representative genomes.",0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,References Whole-genome random sequencing and assembly of Haemophilus influenzae Rd Modern microbiology: embracing complexity through integration across scales Assembling the perfect bacterial genome using Oxford Nanopore and Illumina sequencing Annotation of bacterial and archaeal genomes: improvin,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
41258013,PMC12630596,Experimental phage evolution results in expanded host ranges against antibiotic resistant Klebsiella pneumoniae isolates,True,0,0,,0,1,"Bacteria genome analysis Genomes were de novo assembled using SPades, annotations were performed using BV-BRC bacteria annotation recipe.",0,1,"Bacteria genome analysis Genomes were de novo assembled using SPades, annotations were performed using BV-BRC bacteria annotation recipe.",0,0,,0,0,,0,0,,0,0,,0,0,,1,0,Phylogenies were constructed using BV-BRC Bacterial Genome Tree tool which utilizes a codon tree method that selects single-copy BV-BRC PGFams and analyzes aligned proteins and coding DNA from single-copy genes using the program RAxML.,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,0,Phylogenies were constructed using BV-BRC Bacterial Genome Tree tool which utilizes a codon tree method that selects single-copy BV-BRC PGFams and analyzes aligned proteins and coding DNA from single-copy genes using the program RAxML.,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
41257545,PMC12628601,"Comparative genomics of dominant members of the gut core microbiome of the bark beetle, Dendroctonus rhizophagus (Curculionidae: Scolytinae) reveals potential functional complementarity in the detoxification process",True,0,0,,0,1,"A polyphasic taxonomy analysis reveals the presence of an ecotype of Rahnella contaminans associated with the gut of Dendroctonus-bark beetles Ultrafast one-pass FASTQ data preprocessing, quality control, and deduplication using fastp Using spades de novo assembler A large-scale evaluation of algori",0,1,"Structural annotation of genomes The genes and protein sequences of bacterial assemblies were predicted with the platform of the Bacterial and Viral Bioinformatics Resource Center (BV-BRC), using the RAST toolkit database.",0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,0,"In addition, the functional annotation and Gene Ontology (GO) from predicted proteins were validated with InterProScan v.5.69–101.0 and BlastP from BLAST + v.2.16.0 against UniprotKB database (https://www.uniprot.org/).",0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
41254078,PMC12627748,Comparative assessment of annotation tools reveals critical antimicrobial resistance knowledge gaps in Klebsiella pneumoniae,True,0,0,,0,0,,0,1,"Data availability The datasets generated and/or analysed during the current study are available in the ‘BV-BRC Klebsiella pneumoniae AMR Annotations’ repository, https://zenodo.org/records/17313310?token=eyJhbGciOiJIUzUxMiJ9.eyJpZCI6IjllNDk4YmUyLTZlZTEtNGJhOS04ZDdlLWFjZWRiOTk5ZWJkMCIsImRhdGEiOnt9LCJ",0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,0,"Nucleotide BLAST is used against the CARD database, as well as other genes and alleles which have been clinically demonstrated to impact MIC profiles in the K.",0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
41253219,PMC12768921,"HMPV-TherResDB: Comprehensive human metapneumovirus (HMPV) database for sequence-structure annotations, vaccine resources, and therapeutics research",True,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,0,"AlphaFold 3.0 guided structural modeling Three-dimensional structures of the chosen proteins were obtained using the recently released AlphaFold 3 (https://www.alphafold.ebi.ac.uk/), the most advanced AI-based approach for protein structure prediction.",0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
